Sector,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
120,25553.330000,7497.653000,1.100000,79.893000,8.030000,3.867000,1171.946000,10.583000,43.545000,58.015000,230.331000,2598.150000,1230.434000,141.345000,22058.725000,114.979000,190.418000,301.999000,329.882000,326.859000,276.482000,53.211000,989.249000,681.629000,775.214000,144.620000,523.202000,107.560000,37.499000,107.587000,470.812000,43.479000,1093.755000,1597.888000,129.096000,431.277000,145.911000,36.069000,2922.490000,60.347000,199.316000,84.773000,1994.396000,180.297000,90.121000,171.771000,326.765000,192.921000,33.343000,72.047000,92.268000,104.730000,118.003000,310.250000,63.616000,1107.128000,191.336000,30.037000,104.558000,1201.485000,416.078000,651.286000,253.078000,204.149000,194.613000,123.436000,343.103000,127.154000,516.108000,420.213000,738.779000,10.362000,1473.098000,833.148000,10.840000,133.762000,42.510000,101.830000,182.338000,195.930000,119.807000,1571.342000,3928.124000,22.589000,190.535000,77.667000,480.514000,383.521000,105.961000,463.184000,795.264000,92731.542000,18219.161000,21941.511000,16317.294000,112126.556000,136.678000,209.458000,297.526000,6130.633000,1052.551000,118.944000,1744.351000,999.815000,20605.917000,1748.303000,3818.578000,4854.805000,377.973000,868.278000,6984.040000,11416.069000,2040.107000,3826.095000,2856.030000,35872.024000,35866.636000,48557.567000,6093.209000,137584.110000,2055.046000,1233.747000,1407.791000,4874.691000,26035.640000,8303.418000,11459.045000,1129.016000,6197.177000,9390.635000,12330.058000,8163.195000,5281.797000,26487.588000,1856.144000,1131.323000,2830.974000,3237.013000,1137.855000,2574.628000,4999.830000,1436.008000,1476.448000,2429.351000,27599.891000,8661.587000,16849.200000,6413.877000,7162.745000,15509.894000,1397.109000,4769.259000,2760.672000,42218.151000,29289.040000,8974.844000,2928.270000,7541.170000,2476.141000,587.142000,4420.717000,204.970000,3060.070000,294.203000,379.230000,14137.957000,9143.959000,77700.489000,4593.542000,441.040000,601.121000,320.704000,7729.164000,5.345000,1304.332000,4579.362000,24827.427000,1673.651000,3186.171000,0.000000,847.867000,3.306000,35.670000,0.000000,0.000000,5037.837000,0.000000,0.000000,7855.552000,141.533000,2503.462000,0.000000,0.000000,0.000000,1209.731000,0.000000,0.000000,0.000000,0.000000,37562.226000,3168.770000,0.000000,0.000000,0.000000,0.000000,751974.064000
121,952.098000,598.753000,0.133000,1.894000,0.621000,1.454000,70.972000,9.674000,1.891000,7.242000,113.112000,236.348000,37.499000,11.687000,614.141000,21.026000,55.518000,25.623000,61.679000,86.441000,64.412000,5.415000,91.731000,101.275000,80.620000,9.348000,26.507000,4.336000,23.873000,13.210000,47.826000,59.506000,95.377000,135.113000,461.060000,347.384000,99.443000,36.386000,57.628000,24.383000,54.709000,37.100000,143.206000,29.006000,9.283000,32.120000,141.648000,50.483000,70.870000,14.345000,30.659000,29.098000,22.822000,25.317000,4.986000,95.564000,21.368000,2.385000,5.225000,90.047000,35.001000,44.362000,61.209000,14.223000,11.596000,20.144000,27.660000,23.776000,50.504000,2.152000,2.380000,0.172000,15.987000,9.875000,0.214000,7.041000,2.952000,13.311000,19.070000,14.581000,15.469000,116.110000,50.893000,2.096000,35.740000,4.181000,21.603000,16.305000,17.433000,31.383000,30.526000,10158.738000,448.552000,310.971000,158.523000,2496.168000,3.665000,14.213000,250.694000,3855.034000,1338.441000,20.799000,238.939000,108.001000,536.031000,163.923000,80.062000,832.486000,7.532000,19.063000,1513.360000,1994.383000,215.802000,260.308000,28.358000,3435.101000,1312.692000,196.862000,287.674000,1030.720000,206.243000,167.547000,1565.921000,590.736000,1153.512000,380.938000,1133.820000,59.646000,333.506000,800.626000,470.002000,119.140000,300.832000,2291.574000,152.109000,88.188000,210.176000,250.157000,160.945000,262.522000,432.432000,237.122000,591.468000,12.615000,35.470000,373.070000,927.220000,231.339000,144.819000,123.898000,322.841000,93.194000,113.792000,2466.954000,379.216000,69.862000,69.005000,50.460000,168.817000,109.641000,126.251000,55.447000,67.799000,25.611000,222.967000,519.067000,568.642000,1135.456000,144.254000,61.282000,92.793000,11.061000,200.307000,0.561000,142.150000,354.056000,47.301000,61.821000,152.126000,0.000000,1.854000,6.451000,223.303000,0.000000,0.000000,180.877000,0.000000,0.000000,63.219000,0.000000,69.697000,0.000000,0.000000,0.000000,33.679000,0.000000,0.000000,0.000000,0.000000,590.822000,0.715000,0.000000,0.000000,0.000000,0.000000,87297.234000
122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.456000,2.872000,6.843000,3.675000,8.178000,11.921000,8.679000,0.723000,12.329000,12.150000,10.275000,1.563000,2.147000,0.032000,3.257000,2.065000,5.867000,8.001000,12.560000,17.840000,60.774000,45.081000,13.799000,4.676000,7.754000,3.073000,6.839000,4.918000,18.705000,3.888000,0.837000,4.008000,18.609000,6.200000,9.351000,1.895000,4.075000,3.632000,2.803000,2.875000,0.502000,12.798000,2.849000,0.364000,0.703000,11.936000,4.688000,5.474000,8.192000,1.321000,1.199000,1.956000,3.454000,3.418000,6.511000,0.162000,0.189000,0.416000,1.800000,1.230000,0.183000,0.783000,0.331000,1.928000,2.424000,2.090000,2.218000,15.564000,6.850000,0.336000,4.719000,0.337000,2.865000,2.259000,2.138000,3.836000,3.836000,1248.238000,71.499000,36.756000,35.194000,297.002000,0.920000,14.201000,0.000000,1992.689000,1.461000,7.540000,548.663000,803.971000,209.339000,20.061000,9.596000,341.676000,6.411000,14.046000,254.880000,256.335000,24.968000,29.091000,2.969000,419.597000,158.204000,2268.561000,35.115000,124.808000,25.237000,20.425000,191.850000,37.241000,298.483000,169.352000,137.120000,6.494000,72.015000,240.579000,57.574000,67.296000,89.461000,1241.081000,160.063000,10.534000,54.731000,56.611000,117.938000,32.153000,187.193000,126.318000,71.938000,318.835000,479.958000,27.703000,112.693000,27.918000,17.595000,15.283000,39.366000,11.440000,13.431000,305.748000,46.333000,8.361000,6.257000,5.577000,35.716000,12.273000,15.523000,6.823000,8.855000,2.945000,22.652000,63.826000,70.060000,136.862000,18.030000,7.527000,11.296000,1.376000,24.797000,0.056000,17.498000,43.738000,0.000000,7.173000,19.300000,0.000000,0.000000,0.000000,0.298000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.867000,0.000000,0.000000,0.000000,4.768000,0.000000,0.000000,0.000000,0.000000,2277.031000,0.000000,0.000000,0.000000,0.000000,0.000000,24019.968000
123,1481.987000,598.213000,0.376000,99.703000,0.592000,46.802000,3172.171000,432.769000,106.869000,304.227000,2001.883000,173.806000,84.356000,13.285000,19017.502000,21.087000,55.184000,31.471000,59.517000,85.744000,62.060000,5.550000,89.412000,89.041000,84.844000,12.941000,31.291000,6.325000,22.778000,14.773000,47.474000,56.479000,92.345000,126.166000,433.611000,328.300000,95.625000,36.669000,56.899000,23.452000,53.331000,38.443000,136.669000,28.972000,11.751000,32.982000,133.935000,50.504000,66.322000,14.027000,31.282000,29.003000,23.056000,24.677000,5.562000,89.487000,21.495000,2.584000,5.446000,84.273000,32.732000,45.003000,59.480000,15.224000,12.188000,20.932000,28.082000,25.519000,52.151000,3.086000,2.513000,0.216000,16.305000,10.158000,0.259000,6.496000,4.757000,14.781000,20.560000,15.527000,16.518000,112.797000,48.701000,2.545000,33.634000,4.881000,22.460000,16.597000,17.650000,31.683000,31.203000,7104.715000,409.118000,235.696000,88.449000,1733.102000,7747.700000,4133.009000,181.773000,4187.108000,583.068000,37.093000,338.269000,180.201000,379.595000,120.576000,57.332000,2206.937000,374.727000,965.273000,1310.093000,1781.942000,177.746000,295.020000,981.346000,2499.733000,954.221000,2082.800000,208.528000,773.563000,150.056000,126.623000,1159.481000,430.756000,832.442000,274.856000,816.732000,43.715000,234.886000,580.790000,339.079000,1796.939000,219.102000,1680.722000,109.049000,62.404000,128.681000,184.092000,115.821000,190.191000,314.845000,172.535000,429.866000,4.855000,22.303000,307.737000,897.409000,222.607000,140.298000,120.823000,313.573000,156.067000,112.391000,2737.536000,380.245000,73.454000,57.897000,45.911000,123.958000,80.203000,91.316000,40.413000,51.025000,18.338000,235.214000,377.072000,421.781000,808.737000,107.516000,45.003000,67.941000,8.266000,149.921000,0.416000,104.322000,256.284000,4.564000,42.686000,113.971000,0.000000,1.539000,5.153000,197.807000,0.000000,0.000000,2.697000,0.000000,0.000000,8.528000,0.000000,50.435000,0.000000,0.000000,0.000000,24.372000,0.000000,0.000000,0.000000,0.000000,2643.801000,0.000000,0.000000,0.000000,0.000000,0.000000,6447.661000
124,93.283000,0.000000,0.402000,0.530000,0.625000,16.802000,1196.193000,303.036000,70.135000,133.117000,1414.671000,424.617000,41.532000,22.651000,1573.246000,66.215000,107.218000,53.273000,81.964000,162.598000,222.890000,26.843000,230.718000,178.156000,1683.307000,209.123000,58.909000,103.838000,9.965000,4.624000,67.330000,154.643000,386.040000,224.011000,632.659000,1538.834000,875.081000,244.414000,424.823000,360.195000,168.847000,370.695000,412.914000,48.573000,21.736000,91.956000,201.212000,75.194000,182.084000,45.432000,63.913000,68.900000,88.989000,109.269000,40.201000,371.233000,112.202000,45.845000,36.872000,305.018000,85.535000,253.333000,231.892000,117.265000,125.833000,124.844000,115.936000,145.570000,350.163000,9.624000,25.623000,0.000000,85.081000,211.300000,3.529000,97.502000,21.956000,52.291000,250.985000,70.385000,278.906000,1058.787000,284.926000,73.730000,388.511000,38.624000,41.406000,12.567000,16.829000,555.302000,463.040000,12949.638000,546.388000,1192.266000,2148.824000,6252.284000,461.368000,55.333000,3.059000,1062.733000,7.241000,0.000000,108.987000,0.000000,244.482000,1611.594000,443.603000,61.768000,1985.946000,181.818000,641.519000,1539.178000,1216.174000,2673.654000,212.719000,1406.948000,5871.266000,584.797000,561.566000,1383.092000,82.176000,221.145000,162.079000,1380.844000,1523.322000,1916.004000,1148.687000,58.918000,1486.291000,3330.571000,1750.412000,823.565000,908.900000,10834.039000,283.903000,286.759000,904.041000,393.069000,787.238000,297.804000,354.415000,217.370000,367.059000,25.232000,633.709000,165.520000,901.695000,84.800000,109.503000,69.288000,26.878000,47.246000,22.027000,395.398000,1.639000,80.197000,78.949000,17.639000,2.160000,279.820000,776.408000,1.016000,1.836000,7.460000,219.719000,166.954000,1358.984000,6047.915000,32.854000,2.247000,7.418000,0.670000,125.244000,0.687000,16.225000,19.176000,4.872000,0.666000,23.321000,0.000000,161.054000,0.000000,7.431000,0.000000,0.000000,175.233000,0.000000,0.000000,122.843000,0.000000,177.551000,0.000000,0.000000,0.000000,85.797000,0.000000,0.000000,0.000000,0.000000,880.243000,22.536000,0.000000,0.000000,0.000000,0.000000,70470.496000
125,168.473000,175.477000,0.360000,3.863000,2.917000,73.709000,4020.870000,205.326000,241.616000,149.257000,1569.925000,3305.766000,675.204000,72.183000,6331.263000,38.919000,78.269000,211.871000,92.563000,158.672000,204.308000,18.454000,168.320000,142.387000,122.549000,60.260000,203.281000,93.665000,193.659000,74.164000,352.339000,378.433000,452.542000,474.666000,1136.693000,539.229000,223.178000,25.499000,2777.376000,62.576000,157.521000,74.891000,1055.599000,189.105000,80.313000,101.135000,238.222000,73.757000,274.677000,69.539000,94.412000,139.366000,151.947000,238.381000,95.584000,552.068000,173.822000,91.297000,65.491000,700.359000,191.613000,623.099000,210.813000,243.369000,200.574000,136.420000,172.385000,159.794000,382.638000,300.206000,501.377000,40.801000,1067.398000,1202.641000,17.768000,39.574000,14.511000,48.751000,91.419000,262.179000,124.894000,1540.222000,2936.196000,36.779000,65.091000,54.609000,137.236000,125.252000,33.805000,880.132000,494.336000,13958.423000,648.937000,344.908000,932.091000,3707.068000,139.301000,608.190000,150.024000,430.219000,154.619000,127.397000,453.867000,278.802000,284.665000,691.886000,2734.278000,805.230000,203.227000,371.523000,2178.376000,2116.731000,453.261000,1139.277000,1185.039000,4969.986000,10276.075000,22174.692000,773.015000,21471.063000,124.766000,45.226000,185.563000,338.285000,2835.886000,1680.946000,2782.124000,234.265000,4991.678000,2827.096000,4625.245000,1130.988000,1044.053000,7849.943000,676.234000,120.229000,2261.536000,1837.489000,440.741000,546.470000,1680.214000,336.400000,404.392000,7.663000,82.604000,337.949000,2458.655000,1068.167000,657.514000,434.295000,395.933000,493.748000,869.296000,15657.944000,1477.378000,601.370000,213.818000,121.325000,121.882000,506.524000,259.290000,203.061000,170.595000,74.850000,1013.904000,638.778000,2346.739000,2647.545000,296.971000,95.164000,139.172000,20.733000,304.394000,0.633000,161.507000,235.393000,1266.447000,290.353000,1081.514000,0.000000,1186.406000,0.000000,0.000000,0.000000,0.000000,886.887000,0.000000,0.000000,205.544000,8.682000,642.220000,0.000000,0.000000,0.000000,310.335000,0.000000,0.000000,0.000000,0.000000,8937.002000,706.553000,0.000000,0.000000,0.000000,0.000000,147868.009000
126,568.957000,580.274000,0.983000,12.172000,28.138000,49.621000,849.013000,131.498000,106.874000,174.905000,667.344000,1032.559000,952.788000,234.557000,4907.781000,57.955000,128.999000,218.623000,141.083000,209.388000,265.803000,32.519000,325.503000,226.543000,285.206000,16.966000,235.746000,68.993000,212.358000,87.534000,335.198000,180.138000,361.509000,275.239000,934.910000,169.120000,98.312000,49.434000,157.696000,31.421000,62.771000,54.961000,771.485000,122.524000,26.995000,104.592000,282.637000,91.307000,167.807000,47.275000,52.820000,67.138000,85.290000,142.987000,53.634000,376.731000,98.513000,46.816000,37.378000,450.421000,137.457000,289.072000,105.663000,95.408000,73.365000,84.464000,91.498000,65.394000,240.827000,98.431000,127.243000,35.095000,335.828000,543.434000,11.043000,36.123000,41.223000,30.191000,80.891000,39.625000,94.205000,358.678000,125.985000,29.627000,87.496000,19.351000,195.087000,97.760000,38.376000,317.758000,283.048000,17070.176000,2788.797000,1449.889000,818.357000,6557.019000,50.432000,732.830000,70.643000,1779.364000,187.498000,39.137000,470.621000,105.675000,360.701000,659.101000,735.133000,597.413000,150.696000,331.247000,2461.446000,3657.712000,396.893000,577.577000,613.460000,4696.952000,8166.546000,16303.054000,1220.851000,9789.943000,144.810000,97.738000,227.225000,407.151000,2688.933000,3400.239000,3464.276000,513.959000,3735.267000,5841.696000,1724.947000,590.316000,1669.842000,6376.192000,1892.678000,214.707000,4464.270000,1420.339000,658.873000,756.257000,1314.122000,614.253000,430.735000,26.803000,398.156000,448.871000,3264.164000,1393.720000,815.453000,518.248000,447.064000,726.967000,294.118000,9599.046000,2692.107000,789.761000,388.349000,283.908000,219.932000,254.585000,184.349000,233.049000,100.147000,32.694000,419.624000,660.561000,2623.057000,7350.245000,652.856000,132.364000,599.464000,67.739000,1168.536000,1.661000,170.936000,325.181000,675.353000,421.916000,668.422000,0.000000,509.808000,81.905000,94.791000,0.000000,0.000000,3848.117000,0.000000,0.000000,13.755000,156.469000,1103.582000,0.000000,0.000000,0.000000,533.276000,0.000000,0.000000,0.000000,0.000000,8345.301000,38.775000,0.000000,0.000000,0.000000,0.000000,17940.094000
127,5.315000,1.118000,2.738000,43.280000,11.108000,347.155000,2744.024000,544.000000,322.977000,1132.207000,6436.266000,691.968000,872.979000,488.777000,43839.846000,357.058000,441.083000,205.783000,229.227000,601.702000,473.499000,211.256000,481.931000,839.637000,470.901000,123.338000,355.418000,230.411000,198.693000,298.840000,886.886000,795.297000,918.432000,857.869000,911.382000,1324.254000,421.082000,66.654000,1709.373000,125.514000,93.065000,150.268000,1328.136000,311.139000,127.651000,160.835000,424.949000,282.779000,1291.332000,139.635000,117.203000,212.258000,234.251000,184.896000,95.570000,859.809000,174.541000,59.237000,45.164000,387.125000,69.427000,416.880000,481.909000,130.795000,149.952000,88.234000,87.929000,187.193000,374.207000,104.390000,189.878000,1.513000,386.247000,319.555000,3.858000,95.228000,32.492000,54.302000,308.861000,168.225000,383.429000,1300.923000,657.829000,121.189000,417.913000,85.699000,163.660000,100.975000,74.586000,462.754000,399.089000,6487.884000,352.335000,205.353000,344.493000,1512.585000,54.920000,1492.388000,1.765000,410.091000,29.811000,635.344000,176.413000,4.426000,236.198000,115.770000,459.222000,223.266000,27.521000,38.171000,2607.104000,14106.483000,554.665000,328.646000,139.970000,77.865000,2116.508000,335.371000,93.180000,64054.188000,26.055000,8.496000,129.984000,1363.870000,493.118000,354.850000,18568.739000,197.098000,6763.030000,4473.850000,5861.364000,58.367000,201.435000,1712.967000,632.539000,988.186000,441.390000,310.179000,492.118000,908.170000,1285.195000,278.811000,617.705000,63.477000,800.791000,99.584000,991.036000,53.535000,185.417000,74.337000,342.095000,62.974000,45.265000,1113.053000,508.014000,572.593000,110.451000,42.437000,29.243000,40.811000,34.119000,2.521000,26.127000,413.189000,95.407000,1460.997000,305.706000,675.463000,24.707000,3.219000,39.664000,0.889000,34.307000,0.009000,22.836000,113.344000,925.855000,90.974000,129.622000,0.000000,124.696000,264.883000,220.515000,0.000000,0.000000,20138.679000,0.000000,0.000000,6434.498000,2636.689000,5917.088000,0.000000,0.000000,0.000000,2859.273000,0.000000,0.000000,0.000000,0.000000,21179.530000,272.153000,0.000000,0.000000,0.000000,0.000000,73366.258000
128,0.612000,0.611000,0.000000,0.000000,0.000000,0.937000,42.743000,4.287000,0.695000,5.950000,42.639000,117.319000,26.783000,1.502000,375.308000,48.953000,48.751000,23.564000,32.206000,71.248000,28.552000,0.700000,105.107000,99.017000,47.851000,3.421000,36.246000,43.612000,4.078000,10.046000,82.671000,231.209000,147.090000,202.504000,738.486000,134.885000,93.965000,13.590000,12.042000,9.675000,30.809000,7.413000,259.767000,41.410000,3.349000,35.008000,118.335000,28.005000,165.201000,44.869000,29.598000,100.864000,91.884000,63.921000,30.231000,291.560000,46.763000,28.875000,18.852000,162.427000,9.686000,185.860000,149.849000,20.074000,18.960000,3.521000,8.493000,75.211000,100.970000,1.106000,0.996000,0.000000,6.194000,35.985000,0.440000,98.862000,29.683000,6.799000,43.921000,42.724000,115.118000,201.903000,368.473000,1.152000,62.553000,4.511000,129.766000,123.995000,2.164000,253.602000,130.813000,3241.419000,162.184000,426.949000,305.104000,808.032000,1.627000,38.048000,0.000000,114.302000,2.605000,0.703000,135.228000,1.212000,15.719000,45.750000,6.988000,17.441000,10.255000,22.989000,202.296000,1146.328000,47.534000,56.471000,23.384000,1870.008000,940.672000,1251.789000,0.000000,1838.934000,7.433000,3.231000,97.852000,87.345000,71.270000,217.325000,1927.240000,147.864000,1354.851000,1622.869000,92.326000,1676.834000,274.049000,3.031000,17.853000,7.673000,223.509000,32.093000,13.704000,23.924000,31.301000,22.718000,19.713000,45.780000,28.007000,4.930000,708.951000,23.880000,7.935000,16.838000,13.478000,24.245000,11.419000,30.234000,39.464000,19.391000,9.067000,2.381000,0.611000,5.980000,4.670000,0.000000,0.649000,0.923000,12.593000,32.605000,23.178000,128.971000,3.542000,0.711000,3.345000,0.720000,3.372000,0.026000,7.569000,2.472000,96.307000,2.897000,46.553000,0.000000,15.139000,9.342000,69.087000,0.000000,0.000000,139.158000,0.000000,0.000000,0.242000,156.638000,983.565000,0.000000,0.000000,0.000000,475.281000,0.000000,0.000000,0.000000,0.000000,2503.685000,0.328000,0.000000,0.000000,0.000000,0.000000,4682.786000
129,247.391000,90.732000,0.613000,12.566000,5.573000,24.448000,7634.960000,14.011000,318.668000,32.971000,39.442000,801.052000,649.857000,70.292000,4893.255000,48.873000,90.373000,46.076000,90.185000,139.731000,173.046000,22.372000,191.057000,148.313000,137.933000,102.275000,92.984000,37.607000,75.953000,34.815000,98.490000,76.967000,181.296000,538.368000,1195.331000,246.243000,131.061000,26.470000,634.465000,57.694000,177.119000,226.817000,366.268000,70.732000,14.359000,67.447000,132.564000,60.013000,120.994000,24.304000,30.774000,40.070000,47.618000,67.123000,40.769000,245.277000,73.807000,28.602000,25.650000,586.702000,61.821000,633.091000,376.367000,692.788000,263.035000,223.183000,588.316000,252.103000,818.418000,7.280000,86.110000,3.737000,107.841000,254.929000,4.602000,19.145000,6.154000,22.656000,50.662000,38.383000,82.554000,445.043000,1076.013000,27.494000,139.734000,8.992000,76.184000,63.336000,27.117000,266.386000,197.984000,15568.763000,3308.359000,781.251000,1080.936000,5034.704000,69.014000,1350.664000,4.761000,1171.628000,143.090000,6.015000,342.900000,1.109000,389.813000,5820.881000,2535.465000,567.077000,95.273000,133.321000,2349.062000,4166.557000,1199.608000,3822.312000,2303.680000,9278.051000,10792.760000,2891.867000,966.121000,2317.290000,175.540000,61.568000,98.302000,341.369000,5404.441000,2933.763000,5216.543000,178.731000,6553.011000,4957.298000,2652.827000,1461.088000,1920.087000,16484.676000,1142.835000,1049.751000,3240.637000,2038.691000,860.430000,1356.723000,1228.259000,1045.314000,244.952000,88.632000,338.991000,1392.187000,4798.049000,500.074000,319.295000,225.826000,309.242000,307.810000,133.433000,10517.437000,1497.556000,726.666000,486.330000,123.829000,43.676000,86.476000,83.931000,18.954000,58.420000,162.825000,536.305000,314.216000,855.874000,2236.759000,460.704000,107.521000,273.039000,26.872000,207.732000,0.418000,162.745000,300.522000,1183.606000,352.900000,596.616000,0.000000,253.894000,14.736000,204.664000,0.000000,0.000000,18324.185000,0.000000,0.000000,12665.261000,82.462000,1813.460000,0.000000,0.000000,0.000000,876.305000,0.000000,0.000000,0.000000,0.000000,18570.876000,78.795000,0.000000,0.000000,0.000000,0.000000,299222.434000
130,1.172000,0.604000,0.077000,0.000000,6.222000,2.250000,352.101000,33.957000,28.216000,27.971000,296.124000,153.833000,229.066000,143.868000,1858.056000,42.983000,92.092000,412.432000,128.344000,159.501000,202.108000,25.251000,111.210000,176.188000,149.250000,341.483000,95.157000,42.208000,84.465000,46.204000,102.861000,261.929000,138.253000,250.877000,1526.213000,867.290000,224.917000,29.426000,3684.999000,53.109000,123.549000,89.866000,608.816000,82.887000,33.696000,35.934000,142.486000,40.149000,72.331000,19.887000,41.889000,188.657000,26.216000,39.278000,28.674000,64.238000,30.560000,12.652000,5.026000,89.956000,74.725000,239.688000,139.577000,234.441000,148.236000,89.341000,96.074000,96.095000,296.461000,177.942000,315.891000,2.587000,637.055000,414.587000,4.477000,25.485000,15.244000,85.666000,139.654000,466.239000,76.823000,1503.735000,2408.700000,30.562000,22.926000,46.638000,90.043000,102.961000,18.243000,723.471000,238.385000,25046.831000,1801.733000,696.312000,1251.286000,8051.892000,6.386000,43.305000,139.188000,1186.693000,489.594000,276.936000,791.427000,245.749000,841.649000,1219.503000,2414.549000,1063.413000,194.508000,241.333000,1957.749000,1753.015000,422.777000,4141.916000,1827.507000,25497.208000,23744.384000,357.051000,2306.070000,4654.278000,163.663000,85.677000,200.775000,936.262000,1711.314000,1736.089000,17209.175000,486.224000,9490.186000,8401.512000,11754.521000,1201.295000,2346.359000,12033.387000,1474.336000,952.535000,2491.062000,2607.244000,523.012000,805.317000,2146.190000,629.623000,1054.895000,1.411000,45.650000,910.006000,9794.333000,884.141000,803.255000,1789.000000,2452.187000,974.828000,578.356000,24559.797000,5197.327000,1936.918000,556.152000,195.135000,450.689000,127.474000,209.020000,375.235000,284.294000,55.741000,277.281000,420.660000,1806.709000,3752.234000,184.145000,155.268000,122.002000,24.313000,248.924000,1.336000,124.703000,408.862000,1153.846000,2291.368000,2007.114000,0.000000,317.228000,0.000000,0.000000,0.000000,0.000000,5179.589000,0.000000,0.000000,212.318000,103.646000,606.453000,0.000000,0.000000,0.000000,293.052000,0.000000,0.000000,0.000000,0.000000,13140.984000,0.000000,0.000000,0.000000,0.000000,0.000000,17463.691000
131,0.000000,0.000000,0.000000,0.000000,0.000000,0.696000,0.000000,0.000000,0.000000,0.000000,0.000000,231.773000,34.905000,4.910000,5.975000,0.627000,1.805000,1.070000,2.871000,5.457000,9.340000,1.381000,13.502000,14.335000,5.803000,0.439000,1.758000,0.316000,4.938000,2.726000,11.707000,4.013000,13.628000,11.218000,22.983000,3.558000,1.759000,1.263000,0.939000,0.557000,0.413000,0.812000,26.834000,2.670000,0.562000,1.647000,5.839000,0.667000,6.811000,1.638000,2.304000,3.109000,2.903000,8.792000,1.809000,7.428000,3.166000,0.898000,0.754000,5.983000,5.179000,5.028000,1.977000,1.423000,2.151000,1.950000,0.501000,0.879000,5.156000,0.000000,0.000000,0.000000,0.282000,0.252000,0.000000,0.650000,0.414000,0.407000,1.531000,0.000000,3.134000,9.139000,1.556000,0.657000,12.775000,0.000000,12.299000,3.390000,0.796000,5.868000,4.729000,2.631000,0.000000,0.015000,0.053000,0.000000,0.000000,2.832000,0.000000,0.908000,0.000000,0.000000,8.085000,0.000000,0.342000,0.000000,1.830000,0.000000,0.433000,0.413000,18.688000,31.166000,7.469000,4.846000,1.090000,87.284000,94.298000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,114.188000,0.000000,78.540000,10.482000,5281.506000,0.000000,0.000000,309.808000,0.000000,0.000000,0.013000,0.000000,0.000000,0.000000,0.000000,0.000000,17.532000,0.354000,1.018000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.314000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.185000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.814000,3.009000,2.906000,0.000000,0.000000,21.612000,0.000000,0.000000,0.000000,538.795000,0.000000,0.000000,0.000000,0.000000,22.584000,0.000000,0.000000,0.000000,10.913000,0.000000,0.000000,0.000000,0.000000,107.643000,0.000000,0.000000,0.000000,0.000000,0.000000,621829.181000
